UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth
2023 Seu World Cup 4 Heat 1 C1M 6,2023,Seu,World Cup 4,Heat 1,C1M,6,15,Jules Bernardet,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.58,0,96.58,Heat 1 Progression,103.13%,103.13%,2000
2023 Seu World Cup 4 Heat 1 C1M 7,2023,Seu,World Cup 4,Heat 1,C1M,7,21,Grzegorz Hedwig,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,,,,94.65,2,96.65,Heat 1 Progression,101.07%,103.20%,1988
2023 Seu World Cup 4 Heat 1 C1M 8,2023,Seu,World Cup 4,Heat 1,C1M,8,9,Raffaello Ivaldi,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.89,0,96.89,Heat 1 Progression,103.46%,103.46%,1997
2023 Seu World Cup 4 Heat 1 C1M 9,2023,Seu,World Cup 4,Heat 1,C1M,9,7,Vaclav Chaloupka,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.92,0,96.92,Heat 1 Progression,103.49%,103.49%,1998
2023 Seu World Cup 4 Heat 1 C1M 10,2023,Seu,World Cup 4,Heat 1,C1M,10,4,Nicolas Gestin,FRA,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,95.85,2,97.85,Heat 1 Progression,102.35%,104.48%,2000
2023 Seu World Cup 4 Heat 1 C1M 11,2023,Seu,World Cup 4,Heat 1,C1M,11,12,Ryan Westley,GBR,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,96.63,2,98.63,Heat 1 Progression,103.18%,105.32%,1993
2023 Seu World Cup 4 Heat 1 C1M 12,2023,Seu,World Cup 4,Heat 1,C1M,12,23,Lucas Roisin,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.1,0,99.1,Heat 1 Progression,105.82%,105.82%,1997
2023 Seu World Cup 4 Heat 1 C1M 13,2023,Seu,World Cup 4,Heat 1,C1M,13,18,Lennard Tuchscherer,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.33,0,99.33,Heat 1 Progression,106.07%,106.07%,1999
2023 Seu World Cup 4 Heat 1 C1M 14,2023,Seu,World Cup 4,Heat 1,C1M,14,13,Liam Jegou,IRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,100.53,0,100.53,Heat 1 Progression,107.35%,107.35%,1996
2023 Seu World Cup 4 Heat 1 C1M 15,2023,Seu,World Cup 4,Heat 1,C1M,15,33,Joris Otten,NED,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,100.94,0,100.94,Heat 1 Progression,107.78%,107.78%,1997
2023 Seu World Cup 4 Heat 1 C1M 16,2023,Seu,World Cup 4,Heat 1,C1M,16,3,Alexander Slafkovsky,SVK,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,99.75,2,101.75,Heat 1 Progression,106.51%,108.65%,1983
2023 Seu World Cup 4 Heat 1 C1M 17,2023,Seu,World Cup 4,Heat 1,C1M,17,27,Jiri Prskavec,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,101.77,0,101.77,Heat 1 Progression,108.67%,108.67%,1993
2023 Seu World Cup 4 Heat 1 C1M 18,2023,Seu,World Cup 4,Heat 1,C1M,18,28,Brodie Crawford,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,102.12,0,102.12,Heat 1 Progression,109.04%,109.04%,1996
2023 Seu World Cup 4 Heat 1 C1M 19,2023,Seu,World Cup 4,Heat 1,C1M,19,14,Roberto Colazingari,ITA,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,,,,98.55,4,102.55,Heat 1 Progression,105.23%,109.50%,1993
2023 Seu World Cup 4 Heat 1 C1M 20,2023,Seu,World Cup 4,Heat 1,C1M,20,16,Zachary Lokken,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,102.91,0,102.91,Heat 1 Progression,109.89%,109.89%,1994
2023 Seu World Cup 4 Heat 1 C1M 21,2023,Seu,World Cup 4,Heat 1,C1M,21,17,Paolo Ceccon,ITA,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,101.02,2,103.02,Heat 1 Progression,107.87%,110.01%,1996
2023 Seu World Cup 4 Heat 1 C1M 22,2023,Seu,World Cup 4,Heat 1,C1M,22,10,Marko Mirgorodsky,SVK,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,2,-,-,-,,,,97.26,6,103.26,Heat 1 Progression,103.85%,110.26%,1998
2023 Seu World Cup 4 Heat 1 C1M 23,2023,Seu,World Cup 4,Heat 1,C1M,23,30,Kaylen Bassett,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,103.39,0,103.39,Heat 1 Progression,110.40%,110.40%,1997
2023 Seu World Cup 4 Heat 1 C1M 24,2023,Seu,World Cup 4,Heat 1,C1M,24,25,Jake Cochrane,IRL,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,99.44,4,103.44,Heat 1 Progression,106.18%,110.45%,1995
2023 Seu World Cup 4 Heat 1 C1M 25,2023,Seu,World Cup 4,Heat 1,C1M,25,26,Jean Pierre Bourhis,SEN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,102.15,2,104.15,Heat 1 Progression,109.08%,111.21%,1995
2023 Seu World Cup 4 Heat 1 C1M 26,2023,Seu,World Cup 4,Heat 1,C1M,26,22,Timo Trummer,GER,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,,,,100.93,4,104.93,Heat 1 Progression,107.77%,112.04%,1996
2023 Seu World Cup 4 Heat 1 C1M 27,2023,Seu,World Cup 4,Heat 1,C1M,27,40,Oliver Puchner,NZL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,103.53,2,105.53,Heat 1 Progression,110.55%,112.69%,2002
2023 Seu World Cup 4 Heat 1 C1M 28,2023,Seu,World Cup 4,Heat 1,C1M,28,24,Tristan Carter,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,104.53,2,106.53,Heat 1 Progression,111.62%,113.75%,1998
2023 Seu World Cup 4 Heat 1 C1M 29,2023,Seu,World Cup 4,Heat 1,C1M,29,38,Michal Wiercioch,POL,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,104.69,2,106.69,Heat 1 Progression,111.79%,113.92%,1993
2023 Seu World Cup 4 Heat 1 C1M 30,2023,Seu,World Cup 4,Heat 1,C1M,30,20,Matija Marinic,CRO,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,2,2,-,,,,98.8,8,106.8,Heat 1 Progression,105.50%,114.04%,1990
2023 Seu World Cup 4 Heat 1 C1M 31,2023,Seu,World Cup 4,Heat 1,C1M,31,31,Daniel Perez,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,106.95,0,106.95,Heat 1 Progression,114.20%,114.20%,2002
2023 Seu World Cup 4 Heat 1 C1M 32,2023,Seu,World Cup 4,Heat 1,C1M,32,29,Martin Kratochvil,CZE,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,103.8,4,107.8,Heat 1 Progression,110.84%,115.11%,2003
2023 Seu World Cup 4 Heat 1 C1M 33,2023,Seu,World Cup 4,Heat 1,C1M,33,46,Soren Loos,NED,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,106.27,2,108.27,Heat 1 Progression,113.48%,115.61%,1997
2023 Seu World Cup 4 Heat 1 C1M 34,2023,Seu,World Cup 4,Heat 1,C1M,34,35,Jus Javornik,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,109.04,0,109.04,Heat 1 Progression,116.43%,116.43%,2001
2023 Seu World Cup 4 Heat 1 C1M 35,2023,Seu,World Cup 4,Heat 1,C1M,35,42,Manuel Tripano,ARG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,108.59,2,110.59,Heat 1 Progression,115.95%,118.09%,2005
2023 Seu World Cup 4 Heat 1 C1M 36,2023,Seu,World Cup 4,Heat 1,C1M,36,36,Roko Bengeri,CRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,108.66,2,110.66,Heat 1 Progression,116.03%,118.16%,2005
2023 Seu World Cup 4 Heat 1 C1M 37,2023,Seu,World Cup 4,Heat 1,C1M,37,41,Terence Saramandif,MRI,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,2,-,-,-,,,,105.45,6,111.45,Heat 1 Progression,112.60%,119.01%,2002
2023 Seu World Cup 4 Heat 1 C1M 38,2023,Seu,World Cup 4,Heat 1,C1M,38,47,Chin Han Liu,TPE,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,112.21,2,114.21,Heat 1 Progression,119.82%,121.95%,
2023 Seu World Cup 4 Heat 1 C1M 39,2023,Seu,World Cup 4,Heat 1,C1M,39,37,Jose Carvalho,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,,,,116.64,4,120.64,Heat 1 Progression,124.55%,128.82%,1988
2023 Seu World Cup 4 Heat 1 C1M 40,2023,Seu,World Cup 4,Heat 1,C1M,40,44,James Senior,NZL,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,2,2,,,,113.44,10,123.44,Heat 1 Progression,121.13%,131.81%,2005
2023 Seu World Cup 4 Heat 1 C1M 41,2023,Seu,World Cup 4,Heat 1,C1M,41,39,Nathaniel Francis,USA,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,2,-,-,,,,118.12,8,126.12,Heat 1 Progression,126.13%,134.67%,2003
2023 Seu World Cup 4 Heat 1 C1M 42,2023,Seu,World Cup 4,Heat 1,C1M,42,49,Geral Soto,CHI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,-,-,-,,,,137.88,6,143.88,Heat 1 Progression,147.23%,153.64%,2007
2023 Seu World Cup 4 Heat 1 C1M 43,2023,Seu,World Cup 4,Heat 1,C1M,43,45,Richard Merjan,LBN,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,142.06,2,144.06,Heat 1 Progression,151.69%,153.83%,1988
2023 Seu World Cup 4 Heat 1 C1M 44,2023,Seu,World Cup 4,Heat 1,C1M,44,11,Thomas Koechlin,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,,,,96.52,50,146.52,Heat 1 Progression,103.06%,156.45%,1991
2023 Seu World Cup 4 Heat 1 C1M 45,2023,Seu,World Cup 4,Heat 1,C1M,45,34,Alex Baldoni,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,,,,103.71,50,153.71,Heat 1 Progression,110.74%,164.13%,2004
2023 Seu World Cup 4 Heat 1 C1M 46,2023,Seu,World Cup 4,Heat 1,C1M,46,32,James Kettle,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,50,2,-,-,-,,,,105.98,54,159.98,Heat 1 Progression,113.17%,170.83%,2001
2023 Seu World Cup 4 Heat 1 C1M 47,2023,Seu,World Cup 4,Heat 1,C1M,47,19,Luis Fernandez,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,2,50,,,,115.83,56,171.83,Heat 1 Progression,123.68%,183.48%,1997
2023 Seu World Cup 4 Heat 1 C1M 48,2023,Seu,World Cup 4,Heat 1,C1M,48,43,Nicolas Tripano,ARG,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,2,-,-,,,,115.89,56,171.89,Heat 1 Progression,123.75%,183.55%,2001
2023 Seu World Cup 4 Heat 1 C1M 49,2023,Seu,World Cup 4,Heat 1,C1M,49,48,Jose Silva,VEN,-,-,2,-,-,-,-,-,-,-,2,-,2,2,-,-,2,-,-,2,2,50,,,,142.69,64,206.69,Heat 1 Progression,152.37%,220.70%,1977
2023 Seu World Cup 4 Heat 1 C1M 50,2023,Seu,World Cup 4,Heat 1,C1M,50,50,Samuel Muchiri,KEN,-,-,2,50,-,-,50,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,,,,174.98,106,280.98,Heat 1 Progression,186.84%,300.03%,1995
2023 Seu World Cup 4 Heat 2 C1M 1,2023,Seu,World Cup 4,Heat 2,C1M,1,19,Luis Fernandez,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.5,0,96.5,Heat 1 Progression,100.00%,100.00%,1997
2023 Seu World Cup 4 Heat 2 C1M 2,2023,Seu,World Cup 4,Heat 2,C1M,2,10,Marko Mirgorodsky,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.79,0,97.79,Heat 1 Progression,101.34%,101.34%,1998
2023 Seu World Cup 4 Heat 2 C1M 3,2023,Seu,World Cup 4,Heat 2,C1M,3,31,Daniel Perez,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,98.78,0,98.78,Heat 1 Progression,102.36%,102.36%,2002
2023 Seu World Cup 4 Heat 2 C1M 4,2023,Seu,World Cup 4,Heat 2,C1M,4,22,Timo Trummer,GER,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.5,2,99.5,Heat 1 Progression,101.04%,103.11%,1996
2023 Seu World Cup 4 Heat 2 C1M 5,2023,Seu,World Cup 4,Heat 2,C1M,5,25,Jake Cochrane,IRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.74,0,99.74,Heat 1 Progression,103.36%,103.36%,1995
2023 Seu World Cup 4 Heat 2 C1M 6,2023,Seu,World Cup 4,Heat 2,C1M,6,20,Matija Marinic,CRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,99.75,2,101.75,Heat 1 Progression,103.37%,105.44%,1990
2023 Seu World Cup 4 Heat 2 C1M 7,2023,Seu,World Cup 4,Heat 2,C1M,7,32,James Kettle,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,102.87,2,104.87,Heat 1 Progression,106.60%,108.67%,2001
2023 Seu World Cup 4 Heat 2 C1M 8,2023,Seu,World Cup 4,Heat 2,C1M,8,24,Tristan Carter,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,,,,102.18,4,106.18,Heat 1 Progression,105.89%,110.03%,1998
2023 Seu World Cup 4 Heat 2 C1M 9,2023,Seu,World Cup 4,Heat 2,C1M,9,17,Paolo Ceccon,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,,,,102.88,4,106.88,Heat 1 Progression,106.61%,110.76%,1996
2023 Seu World Cup 4 Heat 2 C1M 10,2023,Seu,World Cup 4,Heat 2,C1M,10,40,Oliver Puchner,NZL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,2,-,,,,102.04,6,108.04,Heat 1 Progression,105.74%,111.96%,2002
2023 Seu World Cup 4 Heat 2 C1M 11,2023,Seu,World Cup 4,Heat 2,C1M,11,37,Jose Carvalho,POR,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,106.34,2,108.34,Heat 1 Progression,110.20%,112.27%,1988
2023 Seu World Cup 4 Heat 2 C1M 12,2023,Seu,World Cup 4,Heat 2,C1M,12,46,Soren Loos,NED,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,,,104.49,4,108.49,Heat 1 Progression,108.28%,112.42%,1997
2023 Seu World Cup 4 Heat 2 C1M 13,2023,Seu,World Cup 4,Heat 2,C1M,13,39,Nathaniel Francis,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,,,,106.99,4,110.99,Heat 1 Progression,110.87%,115.02%,2003
2023 Seu World Cup 4 Heat 2 C1M 14,2023,Seu,World Cup 4,Heat 2,C1M,14,26,Jean Pierre Bourhis,SEN,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,,,,107.25,4,111.25,Heat 1 Progression,111.14%,115.28%,1995
2023 Seu World Cup 4 Heat 2 C1M 15,2023,Seu,World Cup 4,Heat 2,C1M,15,36,Roko Bengeri,CRO,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,2,-,,,,105.6,6,111.6,Heat 1 Progression,109.43%,115.65%,2005
2023 Seu World Cup 4 Heat 2 C1M 16,2023,Seu,World Cup 4,Heat 2,C1M,16,47,Chin Han Liu,TPE,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,112.23,4,116.23,Heat 1 Progression,116.30%,120.45%,
2023 Seu World Cup 4 Heat 2 C1M 17,2023,Seu,World Cup 4,Heat 2,C1M,17,51,Lucas Rossi,ARG,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,2,,,,110.92,6,116.92,Heat 1 Progression,114.94%,121.16%,1994
2023 Seu World Cup 4 Heat 2 C1M 18,2023,Seu,World Cup 4,Heat 2,C1M,18,41,Terence Saramandif,MRI,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,114.02,4,118.02,Heat 1 Progression,118.16%,122.30%,2002
2023 Seu World Cup 4 Heat 2 C1M 19,2023,Seu,World Cup 4,Heat 2,C1M,19,30,Kaylen Bassett,AUS,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,2,2,2,-,,,,109.96,10,119.96,Heat 1 Progression,113.95%,124.31%,1997
2023 Seu World Cup 4 Heat 2 C1M 20,2023,Seu,World Cup 4,Heat 2,C1M,20,34,Alex Baldoni,CAN,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,2,-,-,2,-,,,,114.61,8,122.61,Heat 1 Progression,118.77%,127.06%,2004
2023 Seu World Cup 4 Heat 2 C1M 21,2023,Seu,World Cup 4,Heat 2,C1M,21,44,James Senior,NZL,-,2,-,-,-,-,-,2,-,-,2,2,-,-,-,-,-,-,-,-,2,-,,,,116.99,10,126.99,Heat 1 Progression,121.23%,131.60%,2005
2023 Seu World Cup 4 Heat 2 C1M 22,2023,Seu,World Cup 4,Heat 2,C1M,22,42,Manuel Tripano,ARG,-,-,-,-,-,-,-,2,-,-,2,2,-,-,-,2,-,-,2,2,2,-,,,,115.98,14,129.98,Heat 1 Progression,120.19%,134.69%,2005
2023 Seu World Cup 4 Heat 2 C1M 23,2023,Seu,World Cup 4,Heat 2,C1M,23,43,Nicolas Tripano,ARG,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,2,-,,,,120.69,12,132.69,Heat 1 Progression,125.07%,137.50%,2001
2023 Seu World Cup 4 Heat 2 C1M 24,2023,Seu,World Cup 4,Heat 2,C1M,24,45,Richard Merjan,LBN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,,,,131.96,6,137.96,Heat 1 Progression,136.75%,142.96%,1988
2023 Seu World Cup 4 Heat 2 C1M 25,2023,Seu,World Cup 4,Heat 2,C1M,25,11,Thomas Koechlin,SUI,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.28,50,147.28,Heat 1 Progression,100.81%,152.62%,1991
2023 Seu World Cup 4 Heat 2 C1M 26,2023,Seu,World Cup 4,Heat 2,C1M,26,38,Michal Wiercioch,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,2,-,-,,,,101.89,52,153.89,Heat 1 Progression,105.59%,159.47%,1993
2023 Seu World Cup 4 Heat 2 C1M 27,2023,Seu,World Cup 4,Heat 2,C1M,27,29,Martin Kratochvil,CZE,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,104.38,50,154.38,Heat 1 Progression,108.17%,159.98%,2003
2023 Seu World Cup 4 Heat 2 C1M 28,2023,Seu,World Cup 4,Heat 2,C1M,28,48,Jose Silva,VEN,2,-,2,2,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,2,-,2,,,,140.38,14,154.38,Heat 1 Progression,145.47%,159.98%,1977
2023 Seu World Cup 4 Heat 2 C1M 29,2023,Seu,World Cup 4,Heat 2,C1M,29,35,Jus Javornik,SLO,-,-,2,-,-,-,-,-,-,-,-,-,2,50,-,-,-,-,-,-,2,-,,,,103,56,159,Heat 1 Progression,106.74%,164.77%,2001
2023 Seu World Cup 4 Heat 2 C1M 30,2023,Seu,World Cup 4,Heat 2,C1M,30,49,Geral Soto,CHI,-,-,-,2,-,-,-,2,-,-,50,-,-,2,-,-,-,2,-,-,-,-,,,,136.15,58,194.15,Heat 1 Progression,141.09%,201.19%,2007
2023 Seu World Cup 4 Heat 2 C1M 31,2023,Seu,World Cup 4,Heat 2,C1M,31,50,Samuel Muchiri,KEN,2,-,-,-,-,-,-,2,-,50,-,-,-,-,-,-,50,50,2,-,-,-,,,,178.54,156,334.54,Heat 1 Progression,185.02%,346.67%,1995
2023 Seu World Cup 4 Semi final C1M 1,2023,Seu,World Cup 4,Semi-Final,C1M,1,5,Miquel Trave,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,95.27,0,95.27,Heat 1 Progression,100.00%,100.00%,2000
2023 Seu World Cup 4 Semi final C1M 2,2023,Seu,World Cup 4,Semi-Final,C1M,2,9,Raffaello Ivaldi,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,95.29,0,95.29,Heat 1 Progression,100.02%,100.02%,1997
2023 Seu World Cup 4 Semi final C1M 3,2023,Seu,World Cup 4,Semi-Final,C1M,3,4,Nicolas Gestin,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.75,0,96.75,Heat 1 Progression,101.55%,101.55%,2000
2023 Seu World Cup 4 Semi final C1M 4,2023,Seu,World Cup 4,Semi-Final,C1M,4,23,Lucas Roisin,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.27,0,97.27,Heat 1 Progression,102.10%,102.10%,1997
2023 Seu World Cup 4 Semi final C1M 5,2023,Seu,World Cup 4,Semi-Final,C1M,5,19,Luis Fernandez,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,98.45,0,98.45,Heat 1 Progression,103.34%,103.34%,1997
2023 Seu World Cup 4 Semi final C1M 6,2023,Seu,World Cup 4,Semi-Final,C1M,6,10,Marko Mirgorodsky,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,96.57,2,98.57,Heat 1 Progression,101.36%,103.46%,1998
2023 Seu World Cup 4 Semi final C1M 7,2023,Seu,World Cup 4,Semi-Final,C1M,7,2,Luka Bozic,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,98.77,0,98.77,Heat 1 Progression,103.67%,103.67%,1991
2023 Seu World Cup 4 Semi final C1M 8,2023,Seu,World Cup 4,Semi-Final,C1M,8,8,Adam Burgess,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99,0,99,Heat 1 Progression,103.92%,103.92%,1992
2023 Seu World Cup 4 Semi final C1M 9,2023,Seu,World Cup 4,Semi-Final,C1M,9,6,Matej Benus,SVK,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.16,2,99.16,Heat 1 Progression,101.98%,104.08%,1987
2023 Seu World Cup 4 Semi final C1M 10,2023,Seu,World Cup 4,Semi-Final,C1M,10,12,Ryan Westley,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.33,0,99.33,Heat 1 Progression,104.26%,104.26%,1993
2023 Seu World Cup 4 Semi final C1M 11,2023,Seu,World Cup 4,Semi-Final,C1M,11,14,Roberto Colazingari,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.56,0,99.56,Heat 1 Progression,104.50%,104.50%,1993
2023 Seu World Cup 4 Semi final C1M 12,2023,Seu,World Cup 4,Semi-Final,C1M,12,3,Alexander Slafkovsky,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,100.78,0,100.78,Heat 1 Progression,105.78%,105.78%,1983
2023 Seu World Cup 4 Semi final C1M 13,2023,Seu,World Cup 4,Semi-Final,C1M,13,16,Zachary Lokken,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,98.79,2,100.79,Heat 1 Progression,103.69%,105.79%,1994
2023 Seu World Cup 4 Semi final C1M 14,2023,Seu,World Cup 4,Semi-Final,C1M,14,7,Vaclav Chaloupka,CZE,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.2,2,101.2,Heat 1 Progression,104.13%,106.22%,1998
2023 Seu World Cup 4 Semi final C1M 15,2023,Seu,World Cup 4,Semi-Final,C1M,15,13,Liam Jegou,IRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,101.25,0,101.25,Heat 1 Progression,106.28%,106.28%,1996
2023 Seu World Cup 4 Semi final C1M 16,2023,Seu,World Cup 4,Semi-Final,C1M,16,20,Matija Marinic,CRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,102.06,0,102.06,Heat 1 Progression,107.13%,107.13%,1990
2023 Seu World Cup 4 Semi final C1M 17,2023,Seu,World Cup 4,Semi-Final,C1M,17,21,Grzegorz Hedwig,POL,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,100.09,2,102.09,Heat 1 Progression,105.06%,107.16%,1988
2023 Seu World Cup 4 Semi final C1M 18,2023,Seu,World Cup 4,Semi-Final,C1M,18,31,Daniel Perez,ESP,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,100.71,2,102.71,Heat 1 Progression,105.71%,107.81%,2002
