UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth
2023 Seu World Cup 4 Semi final C1M 19,2023,Seu,World Cup 4,Semi-Final,C1M,19,17,Paolo Ceccon,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,100.87,2,102.87,Heat 1 Progression,105.88%,107.98%,1996
2023 Seu World Cup 4 Semi final C1M 20,2023,Seu,World Cup 4,Semi-Final,C1M,20,15,Jules Bernardet,FRA,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,,,,100.89,4,104.89,Heat 1 Progression,105.90%,110.10%,2000
2023 Seu World Cup 4 Semi final C1M 21,2023,Seu,World Cup 4,Semi-Final,C1M,21,22,Timo Trummer,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,,,,101.09,4,105.09,Heat 1 Progression,106.11%,110.31%,1996
2023 Seu World Cup 4 Semi final C1M 22,2023,Seu,World Cup 4,Semi-Final,C1M,22,32,James Kettle,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,104.68,2,106.68,Heat 1 Progression,109.88%,111.98%,2001
2023 Seu World Cup 4 Semi final C1M 23,2023,Seu,World Cup 4,Semi-Final,C1M,23,24,Tristan Carter,AUS,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,,,,101.71,6,107.71,Heat 1 Progression,106.76%,113.06%,1998
2023 Seu World Cup 4 Semi final C1M 24,2023,Seu,World Cup 4,Semi-Final,C1M,24,27,Jiri Prskavec,CZE,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,104.1,4,108.1,Heat 1 Progression,109.27%,113.47%,1993
2023 Seu World Cup 4 Semi final C1M 25,2023,Seu,World Cup 4,Semi-Final,C1M,25,28,Brodie Crawford,AUS,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,,,,104.33,4,108.33,Heat 1 Progression,109.51%,113.71%,1996
2023 Seu World Cup 4 Semi final C1M 26,2023,Seu,World Cup 4,Semi-Final,C1M,26,25,Jake Cochrane,IRL,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,104.52,4,108.52,Heat 1 Progression,109.71%,113.91%,1995
2023 Seu World Cup 4 Semi final C1M 27,2023,Seu,World Cup 4,Semi-Final,C1M,27,33,Joris Otten,NED,-,-,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,106.38,4,110.38,Heat 1 Progression,111.66%,115.86%,1997
2023 Seu World Cup 4 Semi final C1M 28,2023,Seu,World Cup 4,Semi-Final,C1M,28,40,Oliver Puchner,NZL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,,,,109.97,4,113.97,Heat 1 Progression,115.43%,119.63%,2002
2023 Seu World Cup 4 Semi final C1M 29,2023,Seu,World Cup 4,Semi-Final,C1M,29,1,Benjamin Savsek,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,113.04,2,115.04,Heat 1 Progression,118.65%,120.75%,1987
2023 Seu World Cup 4 Semi final C1M 30,2023,Seu,World Cup 4,Semi-Final,C1M,30,18,Lennard Tuchscherer,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,2,2,-,,,,100.93,54,154.93,Heat 1 Progression,105.94%,162.62%,1999
2023 Seu World Cup 4 Final C1M 1,2023,Seu,World Cup 4,Final,C1M,1,9,Raffaello Ivaldi,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.52,0,96.52,Heat 1 Progression,100.00%,100.00%,1997
2023 Seu World Cup 4 Final C1M 2,2023,Seu,World Cup 4,Final,C1M,2,2,Luka Bozic,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,95.53,2,97.53,Heat 1 Progression,98.97%,101.05%,1991
2023 Seu World Cup 4 Final C1M 3,2023,Seu,World Cup 4,Final,C1M,3,10,Marko Mirgorodsky,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.63,0,97.63,Heat 1 Progression,101.15%,101.15%,1998
2023 Seu World Cup 4 Final C1M 4,2023,Seu,World Cup 4,Final,C1M,4,12,Ryan Westley,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.84,0,97.84,Heat 1 Progression,101.37%,101.37%,1993
2023 Seu World Cup 4 Final C1M 5,2023,Seu,World Cup 4,Final,C1M,5,6,Matej Benus,SVK,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.62,2,98.62,Heat 1 Progression,100.10%,102.18%,1987
2023 Seu World Cup 4 Final C1M 6,2023,Seu,World Cup 4,Final,C1M,6,5,Miquel Trave,ESP,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,95.92,4,99.92,Heat 1 Progression,99.38%,103.52%,2000
2023 Seu World Cup 4 Final C1M 7,2023,Seu,World Cup 4,Final,C1M,7,4,Nicolas Gestin,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,100.54,0,100.54,Heat 1 Progression,104.16%,104.16%,2000
2023 Seu World Cup 4 Final C1M 8,2023,Seu,World Cup 4,Final,C1M,8,8,Adam Burgess,GBR,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.92,2,101.92,Heat 1 Progression,103.52%,105.59%,1992
2023 Seu World Cup 4 Final C1M 9,2023,Seu,World Cup 4,Final,C1M,9,19,Luis Fernandez,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,,,,96.62,50,146.62,Heat 1 Progression,100.10%,151.91%,1997
2023 Seu World Cup 4 Final C1M 10,2023,Seu,World Cup 4,Final,C1M,10,23,Lucas Roisin,FRA,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.19,50,149.19,Heat 1 Progression,102.77%,154.57%,1997
2023 Seu World Cup 4 Heat 1 C1W 1,2023,Seu,World Cup 4,Heat 1,C1W,1,1,Jessica Fox,AUS,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,105.15,2,107.15,Heat 1 Progression,100.00%,100.00%,1994
2023 Seu World Cup 4 Heat 1 C1W 2,2023,Seu,World Cup 4,Heat 1,C1W,2,20,Klaudia Zwolinska,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,107.73,2,109.73,Heat 1 Progression,102.45%,102.41%,1998
2023 Seu World Cup 4 Heat 1 C1W 3,2023,Seu,World Cup 4,Heat 1,C1W,3,13,Angele Hug,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,109.95,0,109.95,Heat 1 Progression,104.56%,102.61%,2000
2023 Seu World Cup 4 Heat 1 C1W 4,2023,Seu,World Cup 4,Heat 1,C1W,4,4,Mallory Franklin,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,108.14,2,110.14,Heat 1 Progression,102.84%,102.79%,1994
2023 Seu World Cup 4 Heat 1 C1W 5,2023,Seu,World Cup 4,Heat 1,C1W,5,11,Viktoriia Us,UKR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,111.46,0,111.46,Heat 1 Progression,106.00%,104.02%,1993
2023 Seu World Cup 4 Heat 1 C1W 6,2023,Seu,World Cup 4,Heat 1,C1W,6,2,Andrea Herzog,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,111.6,0,111.6,Heat 1 Progression,106.13%,104.15%,1999
2023 Seu World Cup 4 Heat 1 C1W 7,2023,Seu,World Cup 4,Heat 1,C1W,7,16,Klara Olazabal,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,111.9,0,111.9,Heat 1 Progression,106.42%,104.43%,1998
2023 Seu World Cup 4 Heat 1 C1W 8,2023,Seu,World Cup 4,Heat 1,C1W,8,23,Kate Eckhardt,AUS,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,110.17,2,112.17,Heat 1 Progression,104.77%,104.69%,1997
2023 Seu World Cup 4 Heat 1 C1W 9,2023,Seu,World Cup 4,Heat 1,C1W,9,18,Miren Lazkano,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,,,,108.72,4,112.72,Heat 1 Progression,103.40%,105.20%,1997
2023 Seu World Cup 4 Heat 1 C1W 10,2023,Seu,World Cup 4,Heat 1,C1W,10,6,Gabriela Satkova,CZE,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,110.89,2,112.89,Heat 1 Progression,105.46%,105.36%,2001
2023 Seu World Cup 4 Heat 1 C1W 11,2023,Seu,World Cup 4,Heat 1,C1W,11,25,Viktoria Wolffhardt,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,112.93,0,112.93,Heat 1 Progression,107.40%,105.39%,1994
2023 Seu World Cup 4 Heat 1 C1W 12,2023,Seu,World Cup 4,Heat 1,C1W,12,21,Tereza Kneblova,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,113.6,0,113.6,Heat 1 Progression,108.04%,106.02%,2003
2023 Seu World Cup 4 Heat 1 C1W 13,2023,Seu,World Cup 4,Heat 1,C1W,13,12,Evy Leibfarth,USA,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,109.76,4,113.76,Heat 1 Progression,104.38%,106.17%,2004
2023 Seu World Cup 4 Heat 1 C1W 14,2023,Seu,World Cup 4,Heat 1,C1W,14,27,Nuria Vilarrubla,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,114.12,0,114.12,Heat 1 Progression,108.53%,106.50%,1992
2023 Seu World Cup 4 Heat 1 C1W 15,2023,Seu,World Cup 4,Heat 1,C1W,15,10,Zuzana Pankova,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,,,,110.6,4,114.6,Heat 1 Progression,105.18%,106.95%,2004
2023 Seu World Cup 4 Heat 1 C1W 16,2023,Seu,World Cup 4,Heat 1,C1W,16,28,Sophie Ogilvie,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,114.81,0,114.81,Heat 1 Progression,109.19%,107.15%,1999
2023 Seu World Cup 4 Heat 1 C1W 17,2023,Seu,World Cup 4,Heat 1,C1W,17,17,Marta Bertoncelli,ITA,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,,,,108.82,6,114.82,Heat 1 Progression,103.49%,107.16%,2001
2023 Seu World Cup 4 Heat 1 C1W 18,2023,Seu,World Cup 4,Heat 1,C1W,18,8,Kimberley Woods,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,113.37,2,115.37,Heat 1 Progression,107.82%,107.67%,1995
2023 Seu World Cup 4 Heat 1 C1W 19,2023,Seu,World Cup 4,Heat 1,C1W,19,3,Tereza Fiserova,CZE,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,114.44,2,116.44,Heat 1 Progression,108.83%,108.67%,1998
2023 Seu World Cup 4 Heat 1 C1W 20,2023,Seu,World Cup 4,Heat 1,C1W,20,22,Emanuela Luknarova,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,,,,112.46,4,116.46,Heat 1 Progression,106.95%,108.69%,2002
2023 Seu World Cup 4 Heat 1 C1W 21,2023,Seu,World Cup 4,Heat 1,C1W,21,32,Nele Bayn,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,115.53,2,117.53,Heat 1 Progression,109.87%,109.69%,2000
2023 Seu World Cup 4 Heat 1 C1W 22,2023,Seu,World Cup 4,Heat 1,C1W,22,15,Eva Alina Hocevar,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,,,,115.03,4,119.03,Heat 1 Progression,109.40%,111.09%,2002
2023 Seu World Cup 4 Heat 1 C1W 23,2023,Seu,World Cup 4,Heat 1,C1W,23,26,Lea Novak,SLO,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,,,,113.08,6,119.08,Heat 1 Progression,107.54%,111.13%,2000
2023 Seu World Cup 4 Heat 1 C1W 24,2023,Seu,World Cup 4,Heat 1,C1W,24,24,Lucie Prioux,FRA,-,-,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,115.13,4,119.13,Heat 1 Progression,109.49%,111.18%,1997
2023 Seu World Cup 4 Heat 1 C1W 25,2023,Seu,World Cup 4,Heat 1,C1W,25,7,Marjorie Delassus,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,2,-,,,,113.66,6,119.66,Heat 1 Progression,108.09%,111.68%,1998
2023 Seu World Cup 4 Heat 1 C1W 26,2023,Seu,World Cup 4,Heat 1,C1W,26,31,Sona Stanovska,SVK,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,,,,116.64,4,120.64,Heat 1 Progression,110.93%,112.59%,2000
2023 Seu World Cup 4 Heat 1 C1W 27,2023,Seu,World Cup 4,Heat 1,C1W,27,5,Elena Lilik,GER,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,116.68,4,120.68,Heat 1 Progression,110.97%,112.63%,1998
2023 Seu World Cup 4 Heat 1 C1W 28,2023,Seu,World Cup 4,Heat 1,C1W,28,19,Alja Kozorog,SLO,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,119.78,4,123.78,Heat 1 Progression,113.91%,115.52%,1996
2023 Seu World Cup 4 Heat 1 C1W 29,2023,Seu,World Cup 4,Heat 1,C1W,29,36,Lois Betteridge,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,123.87,0,123.87,Heat 1 Progression,117.80%,115.60%,1997
2023 Seu World Cup 4 Heat 1 C1W 30,2023,Seu,World Cup 4,Heat 1,C1W,30,14,Noemie Fox,AUS,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,,,,122.22,6,128.22,Heat 1 Progression,116.23%,119.66%,1997
2023 Seu World Cup 4 Heat 1 C1W 31,2023,Seu,World Cup 4,Heat 1,C1W,31,35,Hannah Thomas,NZL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,,,,124.4,4,128.4,Heat 1 Progression,118.31%,119.83%,2001
2023 Seu World Cup 4 Heat 1 C1W 32,2023,Seu,World Cup 4,Heat 1,C1W,32,30,Viktoriia Dobrotvorska,UKR,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,125.03,4,129.03,Heat 1 Progression,118.91%,120.42%,1993
2023 Seu World Cup 4 Heat 1 C1W 33,2023,Seu,World Cup 4,Heat 1,C1W,33,37,Katja Bengeri,CRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,,,,128.52,4,132.52,Heat 1 Progression,122.23%,123.68%,2002
2023 Seu World Cup 4 Heat 1 C1W 34,2023,Seu,World Cup 4,Heat 1,C1W,34,38,Marcella Altman,USA,2,-,2,-,-,-,-,-,-,-,2,-,-,2,-,-,2,2,-,-,-,2,,,,135.48,14,149.48,Heat 1 Progression,128.84%,139.51%,2004
2023 Seu World Cup 4 Heat 1 C1W 35,2023,Seu,World Cup 4,Heat 1,C1W,35,9,Monica Doria Vilarrubla,AND,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,,,,107.12,50,157.12,Heat 1 Progression,101.87%,146.64%,1999
2023 Seu World Cup 4 Heat 1 C1W 36,2023,Seu,World Cup 4,Heat 1,C1W,36,39,Nerea Castiglione,ARG,2,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,2,2,2,-,2,,,,147.56,14,161.56,Heat 1 Progression,140.33%,150.78%,2007
2023 Seu World Cup 4 Heat 1 C1W 37,2023,Seu,World Cup 4,Heat 1,C1W,37,29,Elena Micozzi,ITA,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,50,-,-,,,,117.72,54,171.72,Heat 1 Progression,111.95%,160.26%,2003
2023 Seu World Cup 4 Heat 1 C1W 38,2023,Seu,World Cup 4,Heat 1,C1W,38,34,Laura Pellicer Chica,AND,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,50,-,-,,,,122.49,54,176.49,Heat 1 Progression,116.49%,164.71%,1998
2023 Seu World Cup 4 Heat 1 C1W 39,2023,Seu,World Cup 4,Heat 1,C1W,39,33,Lena Teunissen,NED,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,50,50,,,,118.81,104,222.81,Heat 1 Progression,112.99%,207.94%,1997
2023 Seu World Cup 4 Heat 2 C1W 1,2023,Seu,World Cup 4,Heat 2,C1W,1,7,Marjorie Delassus,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,,,103.94,2,105.94,Heat 1 Progression,100.00%,100.00%,1998
2023 Seu World Cup 4 Heat 2 C1W 2,2023,Seu,World Cup 4,Heat 2,C1W,2,29,Elena Micozzi,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,110.75,0,110.75,Heat 1 Progression,106.55%,104.54%,2003
2023 Seu World Cup 4 Heat 2 C1W 3,2023,Seu,World Cup 4,Heat 2,C1W,3,30,Viktoriia Dobrotvorska,UKR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,111.84,0,111.84,Heat 1 Progression,107.60%,105.57%,1993
2023 Seu World Cup 4 Heat 2 C1W 4,2023,Seu,World Cup 4,Heat 2,C1W,4,31,Sona Stanovska,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,111.02,2,113.02,Heat 1 Progression,106.81%,106.68%,2000
2023 Seu World Cup 4 Heat 2 C1W 5,2023,Seu,World Cup 4,Heat 2,C1W,5,14,Noemie Fox,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,113.72,0,113.72,Heat 1 Progression,109.41%,107.34%,1997
2023 Seu World Cup 4 Heat 2 C1W 6,2023,Seu,World Cup 4,Heat 2,C1W,6,9,Monica Doria Vilarrubla,AND,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,,,,109.99,4,113.99,Heat 1 Progression,105.82%,107.60%,1999
2023 Seu World Cup 4 Heat 2 C1W 7,2023,Seu,World Cup 4,Heat 2,C1W,7,5,Elena Lilik,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,2,-,,,,108.22,6,114.22,Heat 1 Progression,104.12%,107.82%,1998
2023 Seu World Cup 4 Heat 2 C1W 8,2023,Seu,World Cup 4,Heat 2,C1W,8,24,Lucie Prioux,FRA,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,111.37,4,115.37,Heat 1 Progression,107.15%,108.90%,1997
2023 Seu World Cup 4 Heat 2 C1W 9,2023,Seu,World Cup 4,Heat 2,C1W,9,19,Alja Kozorog,SLO,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,113.78,2,115.78,Heat 1 Progression,109.47%,109.29%,1996
2023 Seu World Cup 4 Heat 2 C1W 10,2023,Seu,World Cup 4,Heat 2,C1W,10,33,Lena Teunissen,NED,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,,,,113.47,4,117.47,Heat 1 Progression,109.17%,110.88%,1997
2023 Seu World Cup 4 Heat 2 C1W 11,2023,Seu,World Cup 4,Heat 2,C1W,11,34,Laura Pellicer Chica,AND,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,116.24,2,118.24,Heat 1 Progression,111.83%,111.61%,1998
2023 Seu World Cup 4 Heat 2 C1W 12,2023,Seu,World Cup 4,Heat 2,C1W,12,32,Nele Bayn,GER,-,2,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,,,,115.21,6,121.21,Heat 1 Progression,110.84%,114.41%,2000
2023 Seu World Cup 4 Heat 2 C1W 13,2023,Seu,World Cup 4,Heat 2,C1W,13,36,Lois Betteridge,CAN,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,121.64,2,123.64,Heat 1 Progression,117.03%,116.71%,1997
2023 Seu World Cup 4 Heat 2 C1W 14,2023,Seu,World Cup 4,Heat 2,C1W,14,26,Lea Novak,SLO,2,-,2,2,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,2,-,-,,,,112.18,12,124.18,Heat 1 Progression,107.93%,117.22%,2000
2023 Seu World Cup 4 Heat 2 C1W 15,2023,Seu,World Cup 4,Heat 2,C1W,15,35,Hannah Thomas,NZL,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,,,,122.14,6,128.14,Heat 1 Progression,117.51%,120.96%,2001
2023 Seu World Cup 4 Heat 2 C1W 16,2023,Seu,World Cup 4,Heat 2,C1W,16,15,Eva Alina Hocevar,SLO,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,,,,137.96,4,141.96,Heat 1 Progression,132.73%,134.00%,2002
2023 Seu World Cup 4 Heat 2 C1W 17,2023,Seu,World Cup 4,Heat 2,C1W,17,39,Nerea Castiglione,ARG,-,-,2,-,-,-,-,2,-,-,-,2,-,-,-,-,2,2,-,-,-,-,,,,149.78,10,159.78,Heat 1 Progression,144.10%,150.82%,2007
2023 Seu World Cup 4 Heat 2 C1W 18,2023,Seu,World Cup 4,Heat 2,C1W,18,38,Marcella Altman,USA,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,,,,153.26,8,161.26,Heat 1 Progression,147.45%,152.22%,2004
2023 Seu World Cup 4 Heat 2 C1W 19,2023,Seu,World Cup 4,Heat 2,C1W,19,37,Katja Bengeri,CRO,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,50,-,-,2,,,,122.98,56,178.98,Heat 1 Progression,118.32%,168.94%,2002
2023 Seu World Cup 4 Semi final C1W 1,2023,Seu,World Cup 4,Semi-Final,C1W,1,1,Jessica Fox,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,107.34,0,107.34,Heat 1 Progression,100.00%,100.00%,1994
2023 Seu World Cup 4 Semi final C1W 2,2023,Seu,World Cup 4,Semi-Final,C1W,2,2,Andrea Herzog,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,108.14,0,108.14,Heat 1 Progression,100.75%,100.75%,1999
2023 Seu World Cup 4 Semi final C1W 3,2023,Seu,World Cup 4,Semi-Final,C1W,3,11,Viktoriia Us,UKR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,109.17,0,109.17,Heat 1 Progression,101.70%,101.70%,1993
2023 Seu World Cup 4 Semi final C1W 4,2023,Seu,World Cup 4,Semi-Final,C1W,4,7,Marjorie Delassus,FRA,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,105.36,4,109.36,Heat 1 Progression,98.16%,101.88%,1998
2023 Seu World Cup 4 Semi final C1W 5,2023,Seu,World Cup 4,Semi-Final,C1W,5,20,Klaudia Zwolinska,POL,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,107.6,2,109.6,Heat 1 Progression,100.24%,102.11%,1998
2023 Seu World Cup 4 Semi final C1W 6,2023,Seu,World Cup 4,Semi-Final,C1W,6,8,Kimberley Woods,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,109.77,0,109.77,Heat 1 Progression,102.26%,102.26%,1995
2023 Seu World Cup 4 Semi final C1W 7,2023,Seu,World Cup 4,Semi-Final,C1W,7,4,Mallory Franklin,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,107.88,2,109.88,Heat 1 Progression,100.50%,102.37%,1994
2023 Seu World Cup 4 Semi final C1W 8,2023,Seu,World Cup 4,Semi-Final,C1W,8,9,Monica Doria Vilarrubla,AND,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,108.11,2,110.11,Heat 1 Progression,100.72%,102.58%,1999
2023 Seu World Cup 4 Semi final C1W 9,2023,Seu,World Cup 4,Semi-Final,C1W,9,17,Marta Bertoncelli,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,111.13,0,111.13,Heat 1 Progression,103.53%,103.53%,2001
2023 Seu World Cup 4 Semi final C1W 10,2023,Seu,World Cup 4,Semi-Final,C1W,10,3,Tereza Fiserova,CZE,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,107.3,4,111.3,Heat 1 Progression,99.96%,103.69%,1998
2023 Seu World Cup 4 Semi final C1W 11,2023,Seu,World Cup 4,Semi-Final,C1W,11,16,Klara Olazabal,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,111.32,0,111.32,Heat 1 Progression,103.71%,103.71%,1998
2023 Seu World Cup 4 Semi final C1W 12,2023,Seu,World Cup 4,Semi-Final,C1W,12,12,Evy Leibfarth,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,,,,109.51,2,111.51,Heat 1 Progression,102.02%,103.88%,2004
2023 Seu World Cup 4 Semi final C1W 13,2023,Seu,World Cup 4,Semi-Final,C1W,13,27,Nuria Vilarrubla,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,111.61,0,111.61,Heat 1 Progression,103.98%,103.98%,1992
2023 Seu World Cup 4 Semi final C1W 14,2023,Seu,World Cup 4,Semi-Final,C1W,14,18,Miren Lazkano,ESP,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,109.91,2,111.91,Heat 1 Progression,102.39%,104.26%,1997
